"type","chr","start","end","id","name"
"mirna","chr19",11113511,11113531,"MIMAT0027673","hsa-mir-6886-3p"
"mirna","chr19",11495544,11495567,"MIMAT0031177","hsa-mir-7974"
"mirna_primary_transcript","chr19",12703601,12703664,"MI0033419","hsa-mir-10395"
"mirna","chr19",12703647,12703664,"MIMAT0041621","hsa-mir-10395-5p"
"mirna","chr19",12703601,12703621,"MIMAT0041622","hsa-mir-10395-3p"
"mirna","chr19",12787132,12787151,"MIMAT0022473","hsa-mir-5684"
"mirna_primary_transcript","chr19",12852260,12852327,"MI0022639","hsa-mir-6794"
"mirna","chr19",12852265,12852284,"MIMAT0027488","hsa-mir-6794-5p"
"mirna","chr19",12852306,12852325,"MIMAT0027489","hsa-mir-6794-3p"
"mirna","chr19",12920373,12920394,"MIMAT0022488","hsa-mir-5695"
"mirna_primary_transcript","chr19",12940484,12940540,"MI0022227","hsa-mir-6515"
"mirna","chr19",12940486,12940506,"MIMAT0025486","hsa-mir-6515-5p"
"mirna","chr19",12940521,12940540,"MIMAT0025487","hsa-mir-6515-3p"
"mirna_primary_transcript","chr19",13836287,13836359,"MI0000081","hsa-mir-24-2"
"mirna","chr19",13836326,13836347,"MIMAT0004497","hsa-mir-24-2-5p"
"mirna_primary_transcript","chr19",13836440,13836517,"MI0000085","hsa-mir-27a"
"mirna","chr19",13836487,13836508,"MIMAT0004501","hsa-mir-27a-5p"
"mirna","chr19",13836447,13836467,"MIMAT0000084","hsa-mir-27a-3p"
"mirna_primary_transcript","chr19",13836587,13836659,"MI0000079","hsa-mir-23a"
"mirna","chr19",13836630,13836651,"MIMAT0004496","hsa-mir-23a-5p"
"mirna","chr19",13836595,13836615,"MIMAT0000078","hsa-mir-23a-3p"
"mirna_primary_transcript","chr19",13874699,13874808,"MI0000271","hsa-mir-181c"
"mirna","chr19",13874725,13874746,"MIMAT0000258","hsa-mir-181c-5p"
"mirna","chr19",13874763,13874784,"MIMAT0004559","hsa-mir-181c-3p"
"mirna_primary_transcript","chr19",13874875,13875011,"MI0003139","hsa-mir-181d"
"mirna","chr19",13874910,13874932,"MIMAT0002821","hsa-mir-181d-5p"
"mirna","chr19",13874953,13874973,"MIMAT0026608","hsa-mir-181d-3p"
"mirna_primary_transcript","chr19",14073361,14073479,"MI0020340","hsa-mir-1199"
"mirna","chr19",14073381,14073400,"MIMAT0031119","hsa-mir-1199-5p"
"mirna","chr19",14073425,14073445,"MIMAT0031120","hsa-mir-1199-3p"
"mirna","chr19",14529603,14529625,"MIMAT0003309","hsa-mir-639"
"mirna_primary_transcript","chr19",15179283,15179350,"MI0022640","hsa-mir-6795"
"mirna","chr19",15179322,15179345,"MIMAT0027490","hsa-mir-6795-5p"
"mirna","chr19",15179283,15179303,"MIMAT0027491","hsa-mir-6795-3p"
"mirna","chr19",15449548,15449568,"MIMAT0007348","hsa-mir-1470"
"mirna","chr19",18282129,18282151,"MIMAT0015070","hsa-mir-3188"
"mirna_primary_transcript","chr19",18386562,18386634,"MI0014233","hsa-mir-3189"
"mirna","chr19",18386607,18386627,"MIMAT0015071","hsa-mir-3189-3p"
"mirna","chr19",18386570,18386594,"MIMAT0019217","hsa-mir-3189-5p"
"mirna","chr19",19435123,19435143,"MIMAT0003310","hsa-mir-640"
"mirna","chr19",20399320,20399342,"MIMAT0005924","hsa-mir-1270"
"mirna_primary_transcript","chr19",35122700,35122764,"MI0022734","hsa-mir-6887"
"mirna","chr19",35122705,35122727,"MIMAT0027674","hsa-mir-6887-5p"
"mirna","chr19",35122744,35122764,"MIMAT0027675","hsa-mir-6887-3p"
"mirna_primary_transcript","chr19",35345513,35345627,"MI0018175","hsa-mir-5196"
"mirna","chr19",35345541,35345562,"MIMAT0021128","hsa-mir-5196-5p"
"mirna","chr19",35345581,35345601,"MIMAT0021129","hsa-mir-5196-3p"
"mirna","chr19",39409629,39409646,"MIMAT0019069","hsa-mir-4530"
"mirna_primary_transcript","chr19",39829716,39829802,"MI0022554","hsa-mir-6719"
"mirna","chr19",39829726,39829747,"MIMAT0025850","hsa-mir-6719-3p"
"mirna","chr19",40282603,40282626,"MIMAT0003311","hsa-mir-641"
"mirna_primary_transcript","chr19",40369846,40369907,"MI0022641","hsa-mir-6796"
"mirna","chr19",40369851,40369873,"MIMAT0027492","hsa-mir-6796-5p"
"mirna","chr19",40369887,40369907,"MIMAT0027493","hsa-mir-6796-3p"
"mirna_primary_transcript","chr19",41869627,41869698,"MI0022642","hsa-mir-6797"
"mirna","chr19",41869632,41869656,"MIMAT0027494","hsa-mir-6797-5p"
"mirna","chr19",41869675,41869696,"MIMAT0027495","hsa-mir-6797-3p"
"mirna","chr19",42133455,42133472,"MIMAT0016875","hsa-mir-4323"
"mirna","chr19",42351174,42351195,"MIMAT0031004","hsa-mir-8077"
"mirna","chr19",44653689,44653705,"MIMAT0019070","hsa-mir-4531"
"mirna","chr19",44758667,44758687,"MIMAT0031012","hsa-mir-8085"
"mirna","chr19",45436654,45436673,"MIMAT0023713","hsa-mir-6088"
"mirna_primary_transcript","chr19",45638994,45639087,"MI0000803","hsa-mir-330"
"mirna","chr19",45639049,45639070,"MIMAT0004693","hsa-mir-330-5p"
"mirna","chr19",45639009,45639031,"MIMAT0000751","hsa-mir-330-3p"
"mirna_primary_transcript","chr19",45674928,45675024,"MI0003657","hsa-mir-642a"
"mirna","chr19",45674943,45674964,"MIMAT0003312","hsa-mir-642a-5p"
"mirna","chr19",45674978,45674999,"MIMAT0020924","hsa-mir-642a-3p"
"mirna_primary_transcript","chr19",45674932,45675008,"MI0016685","hsa-mir-642b"
"mirna","chr19",45674941,45674962,"MIMAT0018444","hsa-mir-642b-3p"
"mirna","chr19",45674978,45674999,"MIMAT0022736","hsa-mir-642b-5p"
"mirna_primary_transcript","chr19",46018932,46019049,"MI0003834","hsa-mir-769"
"mirna","chr19",46018961,46018982,"MIMAT0003886","hsa-mir-769-5p"
"mirna","chr19",46019000,46019022,"MIMAT0003887","hsa-mir-769-3p"
"mirna","chr19",46709294,46709311,"MIMAT0015072","hsa-mir-320e"
"mirna_primary_transcript","chr19",47226942,47227021,"MI0014235","hsa-mir-3190"
"mirna","chr19",47226955,47226974,"MIMAT0015073","hsa-mir-3190-5p"
"mirna","chr19",47226988,47227010,"MIMAT0022839","hsa-mir-3190-3p"
"mirna_primary_transcript","chr19",47226944,47227019,"MI0014236","hsa-mir-3191"
"mirna","chr19",47226952,47226974,"MIMAT0015075","hsa-mir-3191-3p"
"mirna","chr19",47226990,47227011,"MIMAT0022732","hsa-mir-3191-5p"
"mirna_primary_transcript","chr19",49009906,49009972,"MI0022643","hsa-mir-6798"
"mirna","chr19",49009911,49009933,"MIMAT0027496","hsa-mir-6798-5p"
"mirna","chr19",49009952,49009972,"MIMAT0027497","hsa-mir-6798-3p"
"mirna","chr19",49308807,49308826,"MIMAT0016876","hsa-mir-4324"
"mirna_primary_transcript","chr19",49500785,49500868,"MI0000479","hsa-mir-150"
"mirna","chr19",49500832,49500853,"MIMAT0000451","hsa-mir-150-5p"
"mirna","chr19",49500797,49500818,"MIMAT0004610","hsa-mir-150-3p"
"mirna_primary_transcript","chr19",49682117,49682195,"MI0017977","hsa-mir-5088"
"mirna","chr19",49682122,49682145,"MIMAT0021080","hsa-mir-5088-5p"
"mirna","chr19",49682174,49682194,"MIMAT0027041","hsa-mir-5088-3p"
"mirna_primary_transcript","chr19",49791866,49791934,"MI0022644","hsa-mir-6799"
"mirna","chr19",49791871,49791890,"MIMAT0027498","hsa-mir-6799-5p"
"mirna","chr19",49791912,49791934,"MIMAT0027499","hsa-mir-6799-3p"
"mirna_primary_transcript","chr19",49832018,49832099,"MI0022645","hsa-mir-6800"
"mirna","chr19",49832022,49832042,"MIMAT0027500","hsa-mir-6800-5p"
"mirna","chr19",49832076,49832096,"MIMAT0027501","hsa-mir-6800-3p"
"mirna_primary_transcript","chr19",49854591,49854651,"MI0017388","hsa-mir-4749"
"mirna","chr19",49854593,49854614,"MIMAT0019885","hsa-mir-4749-5p"
"mirna","chr19",49854632,49854651,"MIMAT0019886","hsa-mir-4749-3p"
"mirna_primary_transcript","chr19",49888175,49888230,"MI0017389","hsa-mir-4750"
"mirna","chr19",49888177,49888198,"MIMAT0019887","hsa-mir-4750-5p"
"mirna","chr19",49888209,49888230,"MIMAT0022979","hsa-mir-4750-3p"
"mirna","chr19",49933073,49933096,"MIMAT0019888","hsa-mir-4751"
"mirna","chr19",51206939,51206962,"MIMAT0031001","hsa-mir-8074"
"mirna_primary_transcript","chr19",51692612,51692681,"MI0000746","hsa-mir-99b"
"mirna","chr19",51692618,51692639,"MIMAT0000689","hsa-mir-99b-5p"
"mirna","chr19",51692656,51692677,"MIMAT0004678","hsa-mir-99b-3p"
"mirna_primary_transcript","chr19",51692786,51692864,"MI0000066","hsa-let-7e"
"mirna","chr19",51692793,51692814,"MIMAT0000066","hsa-let-7e-5p"
"mirna","chr19",51692838,51692859,"MIMAT0004485","hsa-let-7e-3p"
"mirna_primary_transcript","chr19",51693254,51693339,"MI0000469","hsa-mir-125a"
"mirna","chr19",51693268,51693291,"MIMAT0000443","hsa-mir-125a-5p"
"mirna","chr19",51693306,51693327,"MIMAT0004602","hsa-mir-125a-3p"
"mirna_primary_transcript","chr19",52222020,52222098,"MI0022646","hsa-mir-6801"
"mirna","chr19",52222025,52222047,"MIMAT0027502","hsa-mir-6801-5p"
"mirna","chr19",52222074,52222093,"MIMAT0027503","hsa-mir-6801-3p"
"mirna","chr19",52281857,52281878,"MIMAT0003313","hsa-mir-643"
"mirna_primary_transcript","chr19",53666679,53666762,"MI0003140","hsa-mir-512-1"
"mirna_primary_transcript","chr19",53669157,53669254,"MI0003141","hsa-mir-512-2"
"mirna","chr19",53671978,53671999,"MIMAT0005795","hsa-mir-1323"
"mirna_primary_transcript","chr19",53674197,53674320,"MI0003142","hsa-mir-498"
"mirna","chr19",53674230,53674252,"MIMAT0002824","hsa-mir-498-5p"
"mirna","chr19",53674266,53674288,"MIMAT0037323","hsa-mir-498-3p"
"mirna_primary_transcript","chr19",53675711,53675797,"MI0003143","hsa-mir-520e"
"mirna","chr19",53675764,53675784,"MIMAT0002825","hsa-mir-520e-3p"
"mirna","chr19",53675726,53675747,"MIMAT0037324","hsa-mir-520e-5p"
"mirna_primary_transcript","chr19",53679003,53679085,"MI0003144","hsa-mir-515-1"
"mirna_primary_transcript","chr19",53679940,53680023,"MI0003145","hsa-mir-519e"
"mirna","chr19",53679953,53679974,"MIMAT0002828","hsa-mir-519e-5p"
"mirna","chr19",53679991,53680012,"MIMAT0002829","hsa-mir-519e-3p"
"mirna_primary_transcript","chr19",53682159,53682245,"MI0003146","hsa-mir-520f"
"mirna","chr19",53682213,53682234,"MIMAT0002830","hsa-mir-520f-3p"
"mirna","chr19",53682173,53682194,"MIMAT0026609","hsa-mir-520f-5p"
"mirna_primary_transcript","chr19",53685009,53685091,"MI0003147","hsa-mir-515-2"
"mirna_primary_transcript","chr19",53686469,53686555,"MI0003148","hsa-mir-519c"
"mirna","chr19",53686484,53686505,"MIMAT0002831","hsa-mir-519c-5p"
"mirna","chr19",53686522,53686543,"MIMAT0002832","hsa-mir-519c-3p"
"mirna_primary_transcript","chr19",53688481,53688567,"MI0003832","hsa-mir-1283-1"
"mirna_primary_transcript","chr19",53690881,53690965,"MI0003149","hsa-mir-520a"
"mirna","chr19",53690895,53690915,"MIMAT0002833","hsa-mir-520a-5p"
"mirna","chr19",53690933,53690954,"MIMAT0002834","hsa-mir-520a-3p"
"mirna_primary_transcript","chr19",53694393,53694475,"MI0003150","hsa-mir-526b"
"mirna","chr19",53694406,53694428,"MIMAT0002835","hsa-mir-526b-5p"
"mirna","chr19",53694443,53694464,"MIMAT0002836","hsa-mir-526b-3p"
"mirna_primary_transcript","chr19",53695213,53695293,"MI0003151","hsa-mir-519b"
"mirna","chr19",53695225,53695246,"MIMAT0005454","hsa-mir-519b-5p"
"mirna","chr19",53695263,53695284,"MIMAT0002837","hsa-mir-519b-3p"
"mirna_primary_transcript","chr19",53697533,53697617,"MI0003152","hsa-mir-525"
"mirna","chr19",53697547,53697567,"MIMAT0002838","hsa-mir-525-5p"
"mirna","chr19",53697584,53697605,"MIMAT0002839","hsa-mir-525-3p"
"mirna_primary_transcript","chr19",53698385,53698471,"MI0003153","hsa-mir-523"
"mirna","chr19",53698400,53698421,"MIMAT0005449","hsa-mir-523-5p"
"mirna","chr19",53698437,53698459,"MIMAT0002840","hsa-mir-523-3p"
"mirna_primary_transcript","chr19",53700015,53700101,"MI0003154","hsa-mir-518f"
"mirna","chr19",53700030,53700051,"MIMAT0002841","hsa-mir-518f-5p"
"mirna","chr19",53700067,53700087,"MIMAT0002842","hsa-mir-518f-3p"
"mirna_primary_transcript","chr19",53701227,53701287,"MI0003155","hsa-mir-520b"
"mirna","chr19",53701267,53701287,"MIMAT0002843","hsa-mir-520b-3p"
"mirna","chr19",53701228,53701248,"MIMAT0037325","hsa-mir-520b-5p"
"mirna","chr19",53702787,53702808,"MIMAT0002844","hsa-mir-518b"
"mirna_primary_transcript","chr19",53706252,53706336,"MI0003157","hsa-mir-526a-1"
"mirna","chr19",53706303,53706324,"MIMAT0037326","hsa-mir-526a-3p"
"mirna_primary_transcript","chr19",53707453,53707539,"MI0003158","hsa-mir-520c"
"mirna","chr19",53707468,53707489,"MIMAT0005455","hsa-mir-520c-5p"
"mirna","chr19",53707506,53707527,"MIMAT0002846","hsa-mir-520c-3p"
"mirna_primary_transcript","chr19",53708735,53708835,"MI0003159","hsa-mir-518c"
"mirna","chr19",53708758,53708780,"MIMAT0002847","hsa-mir-518c-5p"
"mirna","chr19",53708796,53708818,"MIMAT0002848","hsa-mir-518c-3p"
"mirna_primary_transcript","chr19",53711002,53711088,"MI0003160","hsa-mir-524"
"mirna","chr19",53711017,53711038,"MIMAT0002849","hsa-mir-524-5p"
"mirna","chr19",53711054,53711074,"MIMAT0002850","hsa-mir-524-3p"
"mirna_primary_transcript","chr19",53712268,53712354,"MI0003161","hsa-mir-517a"
"mirna","chr19",53712321,53712342,"MIMAT0002852","hsa-mir-517a-3p"
"mirna_primary_transcript","chr19",53713347,53713434,"MI0003162","hsa-mir-519d"
"mirna","chr19",53713400,53713421,"MIMAT0002853","hsa-mir-519d-3p"
"mirna","chr19",53713361,53713385,"MIMAT0026610","hsa-mir-519d-5p"
"mirna_primary_transcript","chr19",53716594,53716680,"MI0003163","hsa-mir-521-2"
"mirna_primary_transcript","chr19",53720096,53720182,"MI0003164","hsa-mir-520d"
"mirna","chr19",53720111,53720130,"MIMAT0002855","hsa-mir-520d-5p"
"mirna","chr19",53720149,53720170,"MIMAT0002856","hsa-mir-520d-3p"
"mirna_primary_transcript","chr19",53721076,53721142,"MI0003165","hsa-mir-517b"
"mirna","chr19",53721118,53721139,"MIMAT0002857","hsa-mir-517b-3p"
"mirna_primary_transcript","chr19",53722166,53722255,"MI0003166","hsa-mir-520g"
"mirna","chr19",53722220,53722243,"MIMAT0002858","hsa-mir-520g-3p"
"mirna","chr19",53722182,53722204,"MIMAT0026611","hsa-mir-520g-5p"
"mirna_primary_transcript","chr19",53725442,53725526,"MI0003167","hsa-mir-516b-2"
"mirna_primary_transcript","chr19",53726922,53726986,"MI0003168","hsa-mir-526a-2"
"mirna_primary_transcript","chr19",53729838,53729925,"MI0003169","hsa-mir-518e"
"mirna","chr19",53729853,53729874,"MIMAT0005450","hsa-mir-518e-5p"
"mirna","chr19",53729891,53729911,"MIMAT0002861","hsa-mir-518e-3p"
"mirna_primary_transcript","chr19",53731006,53731090,"MI0003170","hsa-mir-518a-1"
"mirna_primary_transcript","chr19",53734877,53734963,"MI0003171","hsa-mir-518d"
"mirna","chr19",53734892,53734913,"MIMAT0005456","hsa-mir-518d-5p"
"mirna","chr19",53734929,53734949,"MIMAT0002864","hsa-mir-518d-3p"
"mirna_primary_transcript","chr19",53736845,53736934,"MI0003172","hsa-mir-516b-1"
"mirna_primary_transcript","chr19",53739333,53739419,"MI0003173","hsa-mir-518a-2"
"mirna_primary_transcript","chr19",53741313,53741407,"MI0003174","hsa-mir-517c"
"mirna","chr19",53741369,53741390,"MIMAT0002866","hsa-mir-517c-3p"
"mirna","chr19",53742566,53742587,"MIMAT0002867","hsa-mir-520h"
"mirna_primary_transcript","chr19",53748636,53748722,"MI0003176","hsa-mir-521-1"
"mirna_primary_transcript","chr19",53751211,53751297,"MI0003177","hsa-mir-522"
"mirna","chr19",53751226,53751247,"MIMAT0005451","hsa-mir-522-5p"
"mirna","chr19",53751264,53751285,"MIMAT0002868","hsa-mir-522-3p"
"mirna_primary_transcript","chr19",53752397,53752481,"MI0003178","hsa-mir-519a-1"
"mirna","chr19",53752411,53752432,"MIMAT0005452","hsa-mir-519a-5p"
"mirna","chr19",53754031,53754050,"MIMAT0002862","hsa-mir-527"
"mirna_primary_transcript","chr19",53756741,53756830,"MI0003180","hsa-mir-516a-1"
"mirna_primary_transcript","chr19",53758232,53758318,"MI0006430","hsa-mir-1283-2"
"mirna_primary_transcript","chr19",53761133,53761222,"MI0003181","hsa-mir-516a-2"
"mirna_primary_transcript","chr19",53762344,53762430,"MI0003182","hsa-mir-519a-2"
"mirna","chr19",53762358,53762378,"MIMAT0037327","hsa-mir-519a-2-5p"
"mirna_primary_transcript","chr19",53787675,53787741,"MI0000779","hsa-mir-371a"
"mirna","chr19",53787680,53787699,"MIMAT0004687","hsa-mir-371a-5p"
"mirna","chr19",53787716,53787738,"MIMAT0000723","hsa-mir-371a-3p"
"mirna_primary_transcript","chr19",53787677,53787742,"MI0017393","hsa-mir-371b"
"mirna","chr19",53787715,53787736,"MIMAT0019892","hsa-mir-371b-5p"
"mirna","chr19",53787678,53787700,"MIMAT0019893","hsa-mir-371b-3p"
"mirna_primary_transcript","chr19",53787890,53787956,"MI0000780","hsa-mir-372"
"mirna","chr19",53787931,53787953,"MIMAT0000724","hsa-mir-372-3p"
"mirna","chr19",53787895,53787917,"MIMAT0026484","hsa-mir-372-5p"
"mirna_primary_transcript","chr19",53788705,53788773,"MI0000781","hsa-mir-373"
"mirna","chr19",53788710,53788731,"MIMAT0000725","hsa-mir-373-5p"
"mirna","chr19",53788748,53788770,"MIMAT0000726","hsa-mir-373-3p"
"mirna","chr19",53982362,53982384,"MIMAT0004978","hsa-mir-935"
"mirna","chr19",54282118,54282139,"MIMAT0019889","hsa-mir-4752"
"mirna","chr19",54645319,54645339,"MIMAT0030988","hsa-mir-8061"
"mirna","chr19",55123225,55123242,"MIMAT0031178","hsa-mir-7975"
"mirna_primary_transcript","chr19",55230885,55230952,"MI0022649","hsa-mir-6804"
"mirna","chr19",55230927,55230947,"MIMAT0027508","hsa-mir-6804-5p"
"mirna","chr19",55230885,55230906,"MIMAT0027509","hsa-mir-6804-3p"
"mirna_primary_transcript","chr19",55239912,55239976,"MI0022647","hsa-mir-6802"
"mirna","chr19",55239952,55239971,"MIMAT0027504","hsa-mir-6802-5p"
"mirna","chr19",55239912,55239933,"MIMAT0027505","hsa-mir-6802-3p"
"mirna_primary_transcript","chr19",55245186,55245250,"MI0022648","hsa-mir-6803"
"mirna","chr19",55245224,55245245,"MIMAT0027506","hsa-mir-6803-5p"
"mirna","chr19",55245186,55245207,"MIMAT0027507","hsa-mir-6803-3p"
"mirna_primary_transcript","chr19",55388181,55388242,"MI0022650","hsa-mir-6805"
"mirna","chr19",55388186,55388207,"MIMAT0027510","hsa-mir-6805-5p"
"mirna","chr19",55388220,55388242,"MIMAT0027511","hsa-mir-6805-3p"
"mirna_primary_transcript","chr19",58334688,58334751,"MI0022651","hsa-mir-6806"
"mirna","chr19",58334693,58334716,"MIMAT0027512","hsa-mir-6806-5p"
"mirna","chr19",58334730,58334751,"MIMAT0027513","hsa-mir-6806-3p"
"mirna","chr19",58386827,58386849,"MIMAT0019894","hsa-mir-4754"
"mirna_primary_transcript","chr19",58393364,58393446,"MI0033418","hsa-mir-10394"
"mirna","chr19",58393364,58393387,"MIMAT0041619","hsa-mir-10394-5p"
"mirna","chr19",58393424,58393446,"MIMAT0041620","hsa-mir-10394-3p"
"mirna_primary_transcript","chr19",58550285,58550376,"MI0022652","hsa-mir-6807"
"mirna","chr19",58550285,58550306,"MIMAT0027514","hsa-mir-6807-5p"
"mirna","chr19",58550354,58550376,"MIMAT0027515","hsa-mir-6807-3p"
"mirna_primary_transcript","chr2",5974662,5974732,"MI0023618","hsa-mir-7158"
"mirna","chr2",5974662,5974685,"MIMAT0028226","hsa-mir-7158-5p"
"mirna","chr2",5974712,5974732,"MIMAT0028227","hsa-mir-7158-3p"
"mirna","chr2",6650418,6650435,"MIMAT0029310","hsa-mir-7515"
"mirna","chr2",10192624,10192639,"MIMAT0016890","hsa-mir-4261"
"mirna","chr2",11540652,11540671,"MIMAT0018944","hsa-mir-4429"
"mirna","chr2",11767495,11767517,"MIMAT0014987","hsa-mir-548s"
"mirna","chr2",11836943,11836959,"MIMAT0016894","hsa-mir-4262"
"mirna_primary_transcript","chr2",12199130,12199201,"MI0016082","hsa-mir-3681"
"mirna","chr2",12199138,12199159,"MIMAT0018108","hsa-mir-3681-5p"
"mirna","chr2",12199174,12199195,"MIMAT0018109","hsa-mir-3681-3p"
"mirna","chr2",12737376,12737395,"MIMAT0014988","hsa-mir-3125"
"mirna_primary_transcript","chr2",19348429,19348505,"MI0017398","hsa-mir-4757"
"mirna","chr2",19348439,19348461,"MIMAT0019901","hsa-mir-4757-5p"
"mirna","chr2",19348476,19348497,"MIMAT0019902","hsa-mir-4757-3p"
"mirna_primary_transcript","chr2",25328640,25328721,"MI0003815","hsa-mir-1301"
"mirna","chr2",25328651,25328674,"MIMAT0005797","hsa-mir-1301-3p"
"mirna","chr2",25328689,25328707,"MIMAT0026639","hsa-mir-1301-5p"
"mirna","chr2",27996422,27996439,"MIMAT0016898","hsa-mir-4263"
"mirna","chr2",32532213,32532231,"MIMAT0003222","hsa-mir-558"
"mirna","chr2",32635300,32635321,"MIMAT0019916","hsa-mir-4765"
"mirna","chr2",33418519,33418536,"MIMAT0018945","hsa-mir-4430"
"mirna_primary_transcript","chr2",35471405,35471486,"MI0016770","hsa-mir-548ad"
"mirna","chr2",35471453,35471474,"MIMAT0018946","hsa-mir-548ad-3p"
"mirna","chr2",35471420,35471439,"MIMAT0032114","hsa-mir-548ad-5p"
"mirna","chr2",47377690,47377710,"MIMAT0003223","hsa-mir-559"
"mirna","chr2",49059603,49059624,"MIMAT0031175","hsa-mir-548ba"
"mirna","chr2",50696172,50696192,"MIMAT0033692","hsa-mir-8485"
"mirna","chr2",52702588,52702609,"MIMAT0018947","hsa-mir-4431"
"mirna_primary_transcript","chr2",53849122,53849205,"MI0016083","hsa-mir-3682"
"mirna","chr2",53849136,53849156,"MIMAT0018110","hsa-mir-3682-3p"
"mirna","chr2",53849170,53849191,"MIMAT0019222","hsa-mir-3682-5p"
"mirna_primary_transcript","chr2",55982967,55983076,"MI0000293","hsa-mir-217"
"mirna","chr2",55983020,55983042,"MIMAT0000274","hsa-mir-217-5p"
"mirna","chr2",55982984,55983005,"MIMAT0037308","hsa-mir-217-3p"
"mirna_primary_transcript","chr2",55988950,55989059,"MI0000292","hsa-mir-216a"
"mirna","chr2",55989020,55989041,"MIMAT0000273","hsa-mir-216a-5p"
"mirna","chr2",55988981,55989002,"MIMAT0022844","hsa-mir-216a-3p"
"mirna_primary_transcript","chr2",56000714,56000795,"MI0005569","hsa-mir-216b"
"mirna","chr2",56000764,56000785,"MIMAT0004959","hsa-mir-216b-5p"
"mirna","chr2",56000724,56000747,"MIMAT0026721","hsa-mir-216b-3p"
"mirna","chr2",60387362,60387381,"MIMAT0018948","hsa-mir-4432"
"mirna","chr2",62205882,62205903,"MIMAT0021123","hsa-mir-5192"
"mirna_primary_transcript","chr2",64340747,64340848,"MI0025511","hsa-mir-4433b"
"mirna","chr2",64340809,64340829,"MIMAT0030413","hsa-mir-4433b-5p"
"mirna","chr2",64340769,64340789,"MIMAT0030414","hsa-mir-4433b-3p"
"mirna_primary_transcript","chr2",64340759,64340839,"MI0016773","hsa-mir-4433a"
"mirna","chr2",64340809,64340829,"MIMAT0018949","hsa-mir-4433a-3p"
"mirna","chr2",64340770,64340790,"MIMAT0020956","hsa-mir-4433a-5p"
"mirna","chr2",64525520,64525537,"MIMAT0018950","hsa-mir-4434"
"mirna_primary_transcript","chr2",66358249,66358328,"MI0017422","hsa-mir-4778"
"mirna","chr2",66358297,66358318,"MIMAT0019936","hsa-mir-4778-5p"
"mirna","chr2",66358257,66358278,"MIMAT0019937","hsa-mir-4778-3p"
"mirna_primary_transcript","chr2",69103682,69103755,"MI0014143","hsa-mir-3126"
"mirna","chr2",69103691,69103712,"MIMAT0014989","hsa-mir-3126-5p"
"mirna","chr2",69103727,69103748,"MIMAT0015377","hsa-mir-3126-3p"
"mirna_primary_transcript","chr2",70252918,70253005,"MI0006347","hsa-mir-1285-2"
"mirna_primary_transcript","chr2",75090812,75090914,"MI0017866","hsa-mir-5000"
"mirna","chr2",75090835,75090856,"MIMAT0021019","hsa-mir-5000-5p"
"mirna","chr2",75090873,75090894,"MIMAT0021020","hsa-mir-5000-3p"
"mirna","chr2",79649333,79649349,"MIMAT0016899","hsa-mir-4264"
"mirna","chr2",79866551,79866573,"MIMAT0031007","hsa-mir-8080"
"mirna","chr2",85783657,85783675,"MIMAT0023696","hsa-mir-6071"
"mirna","chr2",86193037,86193058,"MIMAT0019938","hsa-mir-4779"
"mirna_primary_transcript","chr2",87194786,87194859,"MI0017412","hsa-mir-4771-1"
"mirna_primary_transcript","chr2",87629755,87629834,"MI0016775","hsa-mir-4435-1"
"mirna","chr2",88082528,88082549,"MIMAT0019939","hsa-mir-4780"
"mirna","chr2",88812425,88812445,"MIMAT0018952","hsa-mir-4436a"
"mirna_primary_transcript","chr2",96798278,96798353,"MI0014144","hsa-mir-3127"
"mirna","chr2",96798288,96798310,"MIMAT0014990","hsa-mir-3127-5p"
"mirna","chr2",96798324,96798345,"MIMAT0019201","hsa-mir-3127-3p"
"mirna","chr2",101309453,101309474,"MIMAT0022489","hsa-mir-5696"
"mirna_primary_transcript","chr2",102432289,102432366,"MI0017414","hsa-mir-4772"
"mirna","chr2",102432300,102432321,"MIMAT0019926","hsa-mir-4772-5p"
"mirna","chr2",102432336,102432357,"MIMAT0019927","hsa-mir-4772-3p"
"mirna","chr2",109141500,109141518,"MIMAT0016891","hsa-mir-4265"
"mirna","chr2",109313581,109313596,"MIMAT0016892","hsa-mir-4266"
"mirna","chr2",110070017,110070032,"MIMAT0016893","hsa-mir-4267"
"mirna_primary_transcript","chr2",110086433,110086523,"MI0017425","hsa-mir-4436b-1"
"mirna_primary_transcript","chr2",110284853,110284943,"MI0019110","hsa-mir-4436b-2"
"mirna_primary_transcript","chr2",111321013,111321086,"MI0016777","hsa-mir-4435-2"
"mirna_primary_transcript","chr2",111771061,111771134,"MI0017413","hsa-mir-4771-2"
"mirna_primary_transcript","chr2",113582959,113583096,"MI0006364","hsa-mir-1302-3"
"mirna_primary_transcript","chr2",113721290,113721368,"MI0017427","hsa-mir-4782"
"mirna","chr2",113721338,113721359,"MIMAT0019944","hsa-mir-4782-5p"
"mirna","chr2",113721298,113721319,"MIMAT0019945","hsa-mir-4782-3p"
"mirna_primary_transcript","chr2",127423537,127423618,"MI0017428","hsa-mir-4783"
"mirna","chr2",127423586,127423606,"MIMAT0019946","hsa-mir-4783-5p"
"mirna","chr2",127423546,127423568,"MIMAT0019947","hsa-mir-4783-3p"
"mirna","chr2",131491208,131491227,"MIMAT0019948","hsa-mir-4784"
"mirna","chr2",132256970,132256991,"MIMAT0005867","hsa-mir-663b"
"mirna","chr2",132433731,132433750,"MIMAT0039766","hsa-mir-9986"
